id,number,text_strategy,source,status,http_status,n_chars,title_match,title_seen,text
ref-d11febc7,146,abstract,web_page,ok,200,1177,1.0,[2107.03311] RoFL: Robustness of Secure Federated Learning,"Even though recent years have seen many attacks exposing severe vulnerabilities in Federated Learning (FL), a holistic understanding of what enables these attacks and how they can be mitigated effectively is still lacking. In this work, we demystify the inner workings of existing (targeted) attacks. We provide new insights into why these attacks are possible and why a definitive solution to FL robustness is challenging. We show that the need for ML algorithms to memorize tail data has significant implications for FL integrity. This phenomenon has largely been studied in the context of privacy; our analysis sheds light on its implications for ML integrity. We show that certain classes of severe attacks can be mitigated effectively by enforcing constraints such as norm bounds on clients' updates. We investigate how to efficiently incorporate these constraints into secure FL protocols in the single-server setting. Based on this, we propose RoFL, a new secure FL system that extends secure aggregation with privacy-preserving input validation. Specifically, RoFL can enforce constraints such as $L_2$ and $L_\infty$ bounds on high-dimensional encrypted model updates."
ref-e0c69ac8,147,abstract,crossref,ok,200,1098,1.0,"<i>L</i>
            -diversity","Publishing data about individuals without revealing sensitive information about them is an important problem. In recent years, a new definition of privacy called k -anonymity has gained popularity. In a k -anonymized dataset, each record is indistinguishable from at least k − 1 other records with respect to certain identifying attributes. In this article, we show using two simple attacks that a k -anonymized dataset has some subtle but severe privacy problems. First, an attacker can discover the values of sensitive attributes when there is little diversity in those sensitive attributes. This is a known problem. Second, attackers often have background knowledge, and we show that k -anonymity does not guarantee privacy against attackers using background knowledge. We give a detailed analysis of these two attacks, and we propose a novel and powerful privacy criterion called ℓ-diversity that can defend against such attacks. In addition to building a formal foundation for ℓ-diversity, we show in an experimental evaluation that ℓ-diversity is practical and can be implemented efficiently."
ref-35934434,148,summary,title_fallback,fallback,,0,,,
ref-1a35257e,149,abstract,crossref,ok,200,1758,1.0,Evaluating the disclosure risk of anonymized documents via a machine learning-based re-identification attack,"Abstract The availability of textual data depicting human-centered features and behaviors is crucial for many data mining and machine learning tasks. However, data containing personal information should be anonymized prior making them available for secondary use. A variety of text anonymization methods have been proposed in the last years, which are standardly evaluated by comparing their outputs with human-based anonymizations. The residual disclosure risk is estimated with the recall metric, which quantifies the proportion of manually annotated re-identifying terms successfully detected by the anonymization algorithm. Nevertheless, recall is not a risk metric, which leads to several drawbacks. First, it requires a unique ground truth, and this does not hold for text anonymization, where several masking choices could be equally valid to prevent re-identification. Second, it relies on human judgements, which are inherently subjective and prone to errors. Finally, the recall metric weights terms uniformly, thereby ignoring the fact that the influence on the disclosure risk of some missed terms may be much larger than of others. To overcome these drawbacks, in this paper we propose a novel method to evaluate the disclosure risk of anonymized texts by means of an automated re-identification attack. We formalize the attack as a multi-class classification task and leverage state-of-the-art neural language models to aggregate the data sources that attackers may use to build the classifier. We illustrate the effectiveness of our method by assessing the disclosure risk of several methods for text anonymization under different attack configurations. Empirical results show substantial privacy risks for most existing anonymization methods."
ref-36397f5a,150,abstract,crossref,ok,200,1894,1.0,Argmax and XGBoost Training over Fully Homomorphic Encryption,"Fully Homomorphic Encryption (FHE) is a promising solution to enable privacy-preserving inference and training of machine learning models over encrypted data. Among the machine learning methods used in practice, Extreme Gradient Boosting (XGBoost) is one technique that shines in many applications. While previous works have tackled the problem of training tree-based models over FHE, these works either rely on interaction with the client, which adds the extra burden of communication, or consume a typically unreasonable amount of time to train a large model. In this work, we present an efficient system for a non-interactive XGBoost training over FHE that achieves up to 360 imes speedup compared to the state of the art. The argmax operation is a basic building block invoked repeatedly during the XGBoost training as well as other machine learning algorithms, but computing it over FHE is time consuming. When utilizing the Single Instruction Multiple Data (SIMD) parallelism capability offered by most FHE schemes and using a configuration with s slots, the state of the art methods compute argmax on n <= s values using either O(log_2 n) SIMD-comparisons in tournament-style comparison or ceil{n^2 /s} SIMD-comparisons using all pairs comparison. As a second contribution of this work, we propose an efficient argmax algorithm that is based on a novel technique to maximize SIMD-utilization, and computes the argmax of n <= s values using only O(log_2(log_2(n)) SIMD-comparisons. The method extends to n > s with complexity O(n/s) + log_2(log_2(s)), compared to O(n/s) + log_2(s) for state of the art methods. We conduct empirical experiments to compare our method with other existing argmax methods, and show that when using the HEaaN FHE scheme with a configuration of s=2^15 to compute the argmax of n=s values, our implementation is about 1.6 times faster than the state of the art."
ref-502101a0,151,summary,pdf,ok,200,1500,,,"WHITE PAPER Privacy enhancing technologies WHITE PAPER FEBRUARY 2024 PRIVACY ENHANCING TECHNOLOGIES 1 WHITE PAPER Contents 3 Executive summary 5 Our financial system is under siege 6 Together we stand, divided we fall 8 Sharing isn’t always easy 9 Introducing privacy enhancing technologies (PETs) 12 Putting PETs to work at Mastercard 15 Understanding the limitations of PETs 16 Recommendations 18 Sources PRIVACY ENHANCING TECHNOLOGIES 2 WHITE PAPER Executive summary Today’s financial system is subject to an unrelenting stream of increasingly sophisticated attacks from actors seeking to defraud businesses, steal the identities of consumers, conceal the transfer of criminal gains, circumvent sanctions, and fund terrorist activity. As criminals use the expanding availability of AI to mount ever-smarter attacks, and the proliferation of real-time payment rails to automate the rapid exfiltration of their illicit gains, the safety and security of financial networks depends on continuous investment in cutting edge technologies that can stay one step ahead of these attackers. These technologies all have one thing in common - they are fueled by data, and the more data they have the more effective they are. In a world where attackers skillfully exploit limitations of a given organization’s siloed data, that means the cornerstone of an effective defense are systems that draw on collaborative datasets that transcend organizational and jurisdictional boundaries. In other words — divided we"
ref-a8701836,152,abstract,openalex_title,ok,200,911,1.0,Winning the NIST Contest: A scalable and general approach to differentially private synthetic data,"We propose a general approach for differentially private synthetic data generation, that consists of three steps: (1) select a collection of low-dimensional marginals, (2) measure those marginals with a noise addition mechanism, and (3) generate synthetic data that preserves the measured marginals well. Central to this approach is Private-PGM, a post-processing method that is used to estimate a high-dimensional data distribution from noisy measurements of its marginals. We present two mechanisms, NIST-MST and MST, that are instances of this general approach. NIST-MST was the winning mechanism in the 2018 NIST differential privacy synthetic data competition, and MST is a new mechanism that can work in more general settings, while still performing comparably to NIST-MST. We believe our general approach should be of broad interest, and can be adopted in future mechanisms for synthetic data generation."
ref-e908505e,153,abstract,openalex_title,ok,200,623,1.0,Graphical-model based estimation and inference for differential privacy,"Many privacy mechanisms reveal high-level information about a data distribution through noisy measurements. It is common to use this information to estimate the answers to new queries. In this work, we provide an approach to solve this estimation problem efficiently using graphical models, which is particularly effective when the distribution is high-dimensional but the measurements are over low-dimensional marginals. We show that our approach is far more efficient than existing estimation techniques from the privacy literature and that it can improve the accuracy and scalability of many state-of-the-art mechanisms."
ref-90386834,154,abstract,web_page,ok,200,200,1.0,Communication-Efficient Learning of Deep Networks from Decentralized Data,"Modern mobile devices have access to a wealth of data suitable for learning models, which in turn can greatly improve the user experience on the device. For example, language models can improve spe..."
ref-f732c5bc,155,abstract,web_page,ok,200,270,1.0,Secure Multi-Party Computation | Springer Nature Link,Secure multi-party computation enables a group of parties to compute a function while jointly keeping their private inputs secret. The term &#8220;secure&#8221; indicates the latter property where the private inputs used for computation are kept secret from all other...
ref-64c16f7e,156,summary,web_page,ok,200,298,,Interoperable Private Attribution (IPA) Overview - Google Docs,"Interoperable Private Attribution (IPA) Date Published: Jan 5th, 2022 Authors: Erik Taubeneck (Meta), Ben Savage (Meta), Martin Thomson (Mozilla) Purpose of this document: 1. Introduction 1.1 Major design choices 1.2 Acknowledgements 2. Components of the IPA proposal 2.1 Setting Match Keys 2.2 ..."
ref-8589e07f,157,abstract,openalex_title,ok,200,761,1.0,"Owning Ethics: Corporate Logics, Silicon Valley, and the Institutionalization of Ethics","Ethics is arguably the hottest product in Silicon Valley’s1 hype cycle today, even as headlines decrying a lack of ethics in technology companies accumulate. After years of largely fruitless outside pressure to consider the consequences of digital technology products, the very recent past has seen a spike in the assignment of corporate resources in Silicon Valley to ethics, including hiring staff for roles we identify here as “ethics owners.” In corporate parlance, “owning” a portfolio or project means holding responsibility for it, often across multiple divisions or hierarchies within the organization. Typically, the “owner” of a project does not bear sole responsibility for it, but rather oversees integration of that project across the organization."
ref-6d274370,158,summary,web_page,ok,200,808,,CSRC Presentations | CSRC,"Abstract. Fully Homomorphic Encryption (FHE) is an encryption scheme that allows to perform arbitrary computations on encrypted data. In this talk I will present an overview of FHE, covering the functionality, security properties, and main approaches to the design of FHE schemes. The presentation will focus on the security guarantees offered by current FHE schemes, how these guarantees may or may not fit specific application settings, and research directions currently being investigated to make FHE more robust, efficient and widely applicable. Specific topics covered in the talk include security against passive and active attacks, the security of exact vs approximate computations, the distributed decryption problem, and a recently introduced notion of 'application aware' security. [Slides] [Video]"
ref-7cf69319,159,manual,web_page,ok,200,1051,,Azure Confidential Computing Products | Microsoft Learn,"Learn about all the confidential computing services that Azure provides. Access to this page requires authorization. You can try signing in or changing directories . Access to this page requires authorization. You can try changing directories . Azure confidential computing offerings include virtual machines (VMs) and containers, services, and supplemental offerings. Azure provides the broadest support for hardened technologies such as AMD SEV-SNP , Intel Trust Domain Extensions (TDX) , and Intel Software Guard Extensions (SGX) . All technologies meet our definition of confidential computing, which is to help organizations prevent unauthorized access or modification of code and data while in use. Azure offers various platform as a service (PaaS), software as a service (SaaS), and VM capabilities that support or are built on confidential computing: This portfolio expands based on customer demand. Want to try using Ask Learn to clarify or guide you through this topic? Want to try using Ask Learn to clarify or guide you through this topic?"
ref-8338ba88,160,abstract,openalex,ok,200,583,1.0,Rényi Differential Privacy,"We propose a natural relaxation of differential privacy based on the Rényi divergence. Closely related notions have appeared in several recent papers that analyzed composition of differentially private mechanisms. We argue that the useful analytical tool can be used as a privacy definition, compactly and accurately representing guarantees on the tails of the privacy loss.We demonstrate that the new definition shares many important properties with the standard definition of differential privacy, while additionally allowing tighter analysis of composite heterogeneous mechanisms."
ref-041f7f27,161,manual,title_fallback,fallback,404,0,,,
ref-a95c23fb,162,abstract,openalex,ok,200,1879,1.0,Model Cards for Model Reporting,"Trained machine learning models are increasingly used to perform high-impact tasks in areas such as law enforcement, medicine, education, and employment. In order to clarify the intended use cases of machine learning models and minimize their usage in contexts for which they are not well suited, we recommend that released models be accompanied by documentation detailing their performance characteristics. In this paper, we propose a framework that we call model cards, to encourage such transparent model reporting. Model cards are short documents accompanying trained machine learning models that provide benchmarked evaluation in a variety of conditions, such as across different cultural, demographic, or phenotypic groups (e.g., race, geographic location, sex, Fitzpatrick skin type [15]) and intersectional groups (e.g., age and race, or sex and Fitzpatrick skin type) that are relevant to the intended application domains. Model cards also disclose the context in which models are intended to be used, details of the performance evaluation procedures, and other relevant information. While we focus primarily on human-centered machine learning models in the application fields of computer vision and natural language processing, this framework can be used to document any trained machine learning model. To solidify the concept, we provide cards for two supervised models: One trained to detect smiling faces in images, and one trained to detect toxic comments in text. We propose model cards as a step towards the responsible democratization of machine learning and related artificial intelligence technology, increasing transparency into how well artificial intelligence technology works. We hope this work encourages those releasing trained machine learning models to accompany model releases with similar detailed evaluation numbers and other relevant documentation."
ref-b1a89675,163,abstract,crossref,ok,200,1147,0.77,"Differential privacy for medical deep learning: methods, tradeoffs, and deployment implications","Abstract Differential privacy (DP) is a prominent technique for protecting sensitive patient data in medical deep learning (DL), yet deploying it without compromising clinical utility or equity remains challenging. This scoping review synthesizes applications of DP in medical DL across centralized and federated settings. A structured search identified 74 eligible studies published through March 2025. Across modalities and tasks, DP, especially via DP-SGD, can maintain clinically acceptable performance under moderate privacy budgets ( ϵ ≈ 10), particularly in imaging. However, strict privacy ( ϵ ≈ 1) often leads to substantial accuracy loss, with amplified degradation in smaller or heterogeneous datasets. Only a minority of studies evaluate fairness, and several report that DP can widen subgroup performance gaps. Beyond DP-SGD, alternative mechanisms, including generative modeling, local DP, and hybrid federated designs, are emerging, but reporting of privacy parameters remains inconsistent. We identify key gaps in fairness auditing and standardization, and outline priorities for equitable, clinically robust privacy-preserving DL."
ref-b66dee06,164,abstract,web_page,ok,200,1500,1.0,Securing AI Inference in the Cloud: Is CPU-GPU Confidential Computing Ready ? for CLOUD 2024 - IBM Research,"Securing AI Inference in the Cloud: Is CPU-GPU Confidential Computing Ready ? for CLOUD 2024 by Apoorve Mohan et al. Many applications have been offloaded onto cloud environments to achieve higher agility, access to more powerful computational resources, and obtain better infrastructure management. Although cloud environments provide solid security solutions, users with highly sensitive data or regulatory compliance requirements, such as HIPAA (Health Insurance Portability and Accountability Act) and GDPR (General Data Protection Regulation), still hesitate to move such application domains to the cloud. To address these concerns, cloud service providers have started to offer solutions to protect data confidentiality and integrity through trusted execution environments (TEEs). While so far these were limited to CPU TEEs only, NVIDIA's Hopper architecture has shifted the landscape by enabling confidential computing features essential to protecting confidentiality and integrity for real-world applications offloaded to GPUs, such as large language models (LLMs). However, there lacks a sufficient study on how much performance overhead confidential computing introduces in a TEE comprised of a CPU-GPU configuration. In this paper we evaluate a confidential computing environment comprised of an Intel TDX system and NVIDIA H100 GPUs through various micro benchmarks and real workloads including BERT, LLaMA, and Granite large language models and provide discussions on the overhead incur"
ref-e668e417,165,abstract,pdf,ok,200,1500,,,"ABY3: A Mixed Protocol Framework for Machine Learning Payman Mohassel and Peter Rindal Abstract Machine learning is widely used to produce models for a range of applications and is increasingly offeredasaservicebymajortechnologycompanies. However,therequiredmassivedatacollectionraises privacy concerns during both training and prediction stages. Inthispaper,wedesignandimplementageneralframeworkforprivacy-preservingmachinelearning and use it to obtain new solutions for training linear regression, logistic regression and neural network models. Our protocols are in a three-server model wherein data owners secret share their data among three servers who train and evaluate models on the joint data using three-party computation (3PC). Our main contribution is a new and complete framework (ABY3) for efficiently switching back and forthbetweenarithmetic,binary,andYao3PCwhichisofindependentinterest. Manyoftheconversions are based on new techniques that are designed and optimized for the first time in this paper. We also propose new techniques for fixed-point multiplication of shared decimal values that extends beyond the three-party case, and customized protocols for evaluating piecewise polynomial functions. We design variants of each building block that is secure against malicious adversaries who deviate arbitrarily. WeimplementoursysteminC++. Ourprotocolsareuptofour orders of magnitudefasterthanthe best prior work, hence significantly reducing the gap between privacy-preserving and "
ref-79e0261b,166,abstract,pdf,ok,200,1500,,,"SecureML: A System for Scalable Privacy-Preserving Machine Learning Payman Mohassel∗ Yupeng Zhang† Abstract Machine learning is widely used in practice to produce predictive models for applications such as image processing, speech and text recognition. These models are more accurate when trained on large amount of data collected from different sources. However, the massive data collection raises privacy concerns. In this paper, we present new and efficient protocols for privacy preserving machine learning for linear regression, logistic regression and neural network training using the stochastic gradient descent method. Our protocols fall in the two-server model where data owners distribute their private data among two non-colluding servers who train various models on the joint data using secure two-party computation (2PC). We develop new techniques to support secure arithmetic operations on shared decimal numbers, and propose MPC-friendly alternatives to non-linear functions such as sigmoid and softmax that are superior to prior work. We implement our system in C++. Our experiments validate that our protocols are several orders of magnitude faster than the state of the art implementations for privacy preserving linear and logistic regressions, and scale to millions of data samples with thousands of features. We also implement the first privacy preserving system for training neural networks. 1 Introduction Machine learning techniques are widely used in practice to produce pre"
ref-c5b322a2,167,full,web_page,ok,200,1500,1.0,Intel's Heracles Chip Speeds Up FHE Computing - IEEE Spectrum,"Intel's Heracles chip accelerates fhe, transforming encrypted data processing with unprecedented speed, promising secure and efficient cloud computing. IEEE.org IEEE Xplore IEEE Standards IEEE Job Site More Sites Sign In Join IEEE Intel Demos Chip to Compute With Encrypted Data Share FOR THE TECHNOLOGY INSIDER Search: Explore by topic Aerospace AI Biomedical Climate Tech Computing Consumer Electronics Energy History of Technology Robotics Semiconductors Telecommunications Transportation IEEE Spectrum FOR THE TECHNOLOGY INSIDER Topics Aerospace AI Biomedical Climate Tech Computing Consumer Electronics Energy History of Technology Robotics Semiconductors Telecommunications Transportation Sections Features News Opinion Careers DIY Engineering Resources More Newsletters Special Reports Collections Explainers Top Programming Languages Robots Guide ↗ IEEE Job Site ↗ For IEEE Members Current Issue Magazine Archive The Institute The Institute Archive For IEEE Members Current Issue Magazine Archive The Institute The Institute Archive IEEE Spectrum About Us Contact Us Reprints & Permissions ↗ Advertising ↗ Follow IEEE Spectrum Support IEEE Spectrum IEEE Spectrum is the flagship publication of the IEEE — the world’s largest professional organization devoted to engineering and applied sciences. Our articles, videos, and infographics inform our readers about developments in technology, engineering, and science. Subscribe About IEEE Contact & Support Accessibility Nondiscrimination Policy "
ref-7f1302e2,168,abstract,title_fallback,fallback,403,0,,,
ref-58dca6d8,169,abstract,crossref,ok,200,1517,1.0,Protecting Vulnerable Respondents: A Critical Analysis of the Privacy-Preserving Methods of the 2010 and 2020 Decennial Census,"Abstract This paper offers a comprehensive analysis of the statistical disclosure limitation (SDL) methodologies employed by the U.S. Census Bureau on the 2010 and 2020 Decennial Census releases under the perspective of the disclosure risk of the most vulnerable respondents. We first review the SDL methodology used up to the Decennial Census 2010, which was based on targeted swapping. Second, we examine recently reported reconstruction and reidentification results on the Decennial Census 2010 outputs, which form the foundation for the U.S. Census Bureau’s decision to switch to a differentially private (DP) method for the 2020 release. Third, we examine the actual privacy and data accuracy achieved by the DP method and compare with the privacy and accuracy offered by the formerly employed swapping mechanism. We conclude that the DP method is not an adequate solution to protect the typically sparse tables present in the Decennial Censuses because it does not offer meaningful privacy guarantees in general, it poorly protects the privacy of the most vulnerable respondents in particular, and it significantly degrades the quality of the released data. We also argue that the claimed disclosure risks of previous Census releases were overstated because of a flawed reidentification procedure. Therefore, the U.S. Census Bureau’s decision to change the SDL methodology to a DP-based one for the 2020 release was not only unwarranted, but it also reduced privacy and data quality compared to former releases."
ref-0e8f1a0c,170,abstract,arxiv,ok,200,1898,1.0,Practitioners' Perspectives on a Differential Privacy Deployment Registry,"Differential privacy (DP) -- a principled approach to producing statistical data products with strong, mathematically provable privacy guarantees for the individuals in the underlying dataset -- has seen substantial adoption in practice over the past decade. Applying DP requires making several implementation decisions, each with significant impacts on data privacy and/or utility. Hence, to promote shared learning and accountability around DP deployments, Dwork, Kohli, and Mulligan (2019) proposed a public-facing repository (""registry"") of DP deployments. The DP community has recently started to work toward realizing this vision. We contribute to this effort by (1) developing a holistic, hierarchical schema to describe any given DP deployment and (2) designing and implementing an interactive interface to act as a registry where practitioners can access information about past DP deployments. We (3) populate our interface with 21 real-world DP deployments and (4) conduct an exploratory user study with DP practitioners ($n=16$) to understand how they would use the registry, as well as what challenges and opportunities they foresee around its adoption. We find that participants were enthusiastic about the registry as a valuable resource for evaluating prior deployments and making future deployments. They also identified several opportunities for the registry, including that it can become a ""hub"" for the community and support broader communication around DP (e.g., to legal teams). At the same time, they identified challenges around the registry gaining adoption, including the effort and risk involved with making implementation choices public and moderating the quality of entries. Based on our findings, we offer recommendations for encouraging adoption and increasing the registry's value not only to DP practitioners, but also to policymakers, data users, and data subjects."
ref-80ddbc30,171,abstract,openalex,ok,200,636,1.0,Verifiable differential privacy,"Working with sensitive data is often a balancing act between privacy and integrity concerns. Consider, for instance, a medical researcher who has analyzed a patient database to judge the effectiveness of a new treatment and would now like to publish her findings. On the one hand, the patients may be concerned that the researcher's results contain too much information and accidentally leak some private fact about themselves; on the other hand, the readers of the published study may be concerned that the results contain too little information, limiting their ability to detect errors in the calculations or flaws in the methodology."
ref-6656e309,172,abstract,openalex,ok,200,879,1.0,Robust De-anonymization of Large Sparse Datasets,"We present a new class of statistical de- anonymization attacks against high-dimensional micro-data, such as individual preferences, recommendations, transaction records and so on. Our techniques are robust to perturbation in the data and tolerate some mistakes in the adversary's background knowledge. We apply our de-anonymization methodology to the Netflix Prize dataset, which contains anonymous movie ratings of 500,000 subscribers of Netflix, the world's largest online movie rental service. We demonstrate that an adversary who knows only a little bit about an individual subscriber can easily identify this subscriber's record in the dataset. Using the Internet Movie Database as the source of background knowledge, we successfully identified the Netflix records of known users, uncovering their apparent political preferences and other potentially sensitive information."
ref-8b0108bd,173,abstract,semantic_scholar,ok,200,1603,1.0,Comprehensive Privacy Analysis of Deep Learning: Passive and Active White-box Inference Attacks against Centralized and Federated Learning,"Deep neural networks are susceptible to various inference attacks as they remember information about their training data. We design white-box inference attacks to perform a comprehensive privacy analysis of deep learning models. We measure the privacy leakage through parameters of fully trained models as well as the parameter updates of models during training. We design inference algorithms for both centralized and federated learning, with respect to passive and active inference attackers, and assuming different adversary prior knowledge. We evaluate our novel white-box membership inference attacks against deep learning algorithms to trace their training data records. We show that a straightforward extension of the known black-box attacks to the white-box setting (through analyzing the outputs of activation functions) is ineffective. We therefore design new algorithms tailored to the white-box setting by exploiting the privacy vulnerabilities of the stochastic gradient descent algorithm, which is the algorithm used to train deep neural networks. We investigate the reasons why deep learning models may leak information about their training data. We then show that even well-generalized models are significantly susceptible to white-box membership inference attacks, by analyzing state-of-the-art pre-trained and publicly available models for the CIFAR dataset. We also show how adversarial participants, in the federated learning setting, can successfully run active membership inference attacks against other participants, even when the global model achieves high prediction accuracies."
ref-46a18802,174,summary,pdf,ok,200,1500,,,"Version 1.0 NIST PRIVACY FRAMEWORK: A TOOL FOR IMPROVING PRIVACY THROUGH ENTERPRISE RISK MANAGEMENT, VERSION 1.0 January 16, 2020 This publication is available free of charge from: https://doi.org/10.6028/NIST.CSWP.01162020 The contents of this document do not have the force and effect of law and are not meant to bind the public in any way. NIST Privacy Framework January 16, 2020 Executive Summary For more than two decades, the Internet and associated information technologies have driven unprecedented innovation, economic value, and improvement in social services. Many of these benefits are fueled by data about individuals that flow through a complex ecosystem. As a result, individuals may not be able to understand the potential consequences for their privacy as they interact with systems, products, and services. At the same time, organizations may not realize the full extent of these consequences for individuals, for society, or for their enterprises, which can affect their brands, their bottom lines, and their future prospects for growth. Following a transparent, consensus-based process including both private and public stakeholders to produce this voluntary tool, the National Institute of Standards and Technology (NIST) is publishing this Privacy Framework: A Tool for Improving Privacy through Enterprise Risk Management (Privacy Framework), to enable better privacy engineering practices that support privacy by design concepts and help organizations protect individuals’ pri"
ref-88ee23da,175,summary,pdf,ok,200,1500,,,"Withdrawn Draft Warning Notice The attached draft document has been withdrawn and is provided solely for historical purposes. It has been followed by the document identified below. Withdrawal Date March 6, 2025 Original Release Date December 11, 2023 The attached draft document is followed by: Status Final Series/Number NIST SP 800-226 Title Guidelines for Evaluating Differential Privacy Guarantees Publication Date March 2025 DOI https://doi.org/10.6028/NIST.SP.800-226 CSRC URL https://csrc.nist.gov/pubs/sp/800/226/final Additional Information NIST Special Publication 1 NIST SP 800-226 ipd 2 Guidelines for Evaluating Differential 3 Privacy Guarantees 4 5 Authors 6 7 Joseph P. Near 8 David Darais 9 10 Editors 11 12 Naomi Lefkovitz 13 Gary Howarth 14 This publication is available free of charge from: 15 https://doi.org/10.6028/NIST.SP.800-226.ipd 16 17 NIST Special Publication 18 NIST SP 800-226 ipd 19 Guidelines for Evaluating Differential 20 Privacy Guarantees 21 22 Authors 23 24 Joseph P. Near 25 University of Vermont 26 27 David Darais 28 Galois, Inc. 29 30 Editors 31 Naomi Lefkovitz 32 Gary Howarth 33 Applied Cybersecurity Division, Information Technology Laboratory, NIST 34 This publication is available free of charge from: 35 https://doi.org/10.6028/NIST.SP.800-226.ipd 36 December 2023 37 38 39 U.S. Department of Commerce 40 Gina M. Raimondo, Secretary 41 National Institute of Standards and Technology 42 Laurie E. Locascio, NIST Director and Under Secretary of Commerce f"
ref-8e343f28,176,summary,pdf,ok,200,1500,,,"NIST Internal Report 1 NIST IR 8588 ipd 2 A Community-Driven Differential Privacy 3 Deployment Registry 4 Initial Public Draft 5 Micah Altman 6 Sharon Ayalde 7 Rachel Cummings 8 Damien Desfontaines 9 Jack Fitzsimons 10 Elena Ghazi 11 Andrew Gruen 12 James Honaker 13 Gary Howarth 14 Nitin Kohli 15 Chuck McCallum 16 Priyanka Nanayakkara 17 Joseph P. Near 18 Robert Pisarczyk 19 Salil Vadhan 20 This publication is available free of charge from: 21 https://doi.org/10.6028/NIST.IR.8588.ipd 22 23 NIST Internal Report 24 NIST IR 8588 ipd 25 A Community-Driven Differential Privacy 26 Deployment Registry 27 Initial Public Draft 28 Gary Howarth 29 Privacy Engineering Program 30 Jack Fitzsimons Information Technology Laboratory, NIST 44 31 Robert Pisarczyk 45 Micah Altman 32 Oblivious 46 Massachusetts Institute of Technology 33 Sharon Ayalde Andrew Gruen 34 47 Elena Ghazi Working Paper 35 48 Chuck McCallum 36 Priyanka Nanayakkara James Honaker 37 49 Salil Vadhan Mozilla Co. 38 50 Harvard University 39 Nitin Kohli 51 Rachel Cummings 40 University of California, Berkeley 52 Columbia University 41 Joseph P. Near Damien Desfontaines 53 42 University of Vermont Hiding Nemo 54 43 This publication is available free of charge from: 55 https://doi.org/10.6028/NIST.IR.8588.ipd 56 September 2025 57 58 U.S. Department of Commerce 59 Howard Lutnick, Secretary 60 National Institute of Standards and Technology 61 Craig Burkhardt, Acting Under Secretary of Commerce for Standards and Technology and Actin"
ref-0e6df851,177,manual,web_page,ok,200,300,,WPEC 2024 Session 2b: Fully-Homomorphic Encryption (FHE) | NIST,"WPEC 2024 — Session 2b: Fully-Homomorphic Encryption (FHE)Date: September 25, 2024Presentations:0:00:58: 2b1: Overview of Fully Homomorphic Encryption. Daniele Micciancio (UC San Diego, USA)0:41:21: 2b2: Practical and Affordable FPGA-based Fully Homomorphic Encryption. Rashmi Agrawal (CipherSonic La"
ref-652a4552,178,manual,web_page,ok,200,1500,,Announcement: CAISI signs CRADA with OpenMined to Enable Secure AI Evaluations | NIST,"The Center for AI Standards and Innovation (CAISI) has signed a collaborative research and development agreement (CRADA) with Official websites use .gov A .gov website belongs to an official government organization in the United States. Secure .gov websites use HTTPS A lock ( Lock A locked padlock ) or https:// means you’ve safely connected to the .gov website. Share sensitive information only on official, secure websites. https://www.nist.gov/news-events/news/2026/03/announcement-caisi-signs-crada-openmined-enable-secure-ai-evaluations The Center for AI Standards and Innovation (CAISI) has signed a collaborative research and development agreement (CRADA) with OpenMined , a 501(c)(3) non-profit that develops open-source software infrastructure for secure computation across organizational boundaries. Under this agreement, CAISI and OpenMined will collaborate on research into privacy-preserving methods for conducting AI evaluations, enabling rigorous measurement of AI systems even when the underlying data, models, or benchmarks must remain confidential due to, for example, intellectual property concerns, data protection requirements, or national security considerations. Access to real-world or sensitive data presents a challenge for researchers as AI evaluations are increasingly intended to reflect or predict real-world deployments. It is simultaneously crucial that data is shared in a secure and decentralized manner, in order to safeguard intellectual property, encourage innov"
ref-d4ac4970,179,manual,web_page,ok,200,1015,,Privacy-Enhancing Cryptography | CSRC,"A main tool of Privacy-Enhancing Cryptography (PEC) is the Zero-Knowledge Proof (ZKP). It enables proving the truthfulness of a mathematical statement, without revealing additional information that may have been useful in finding said truthfulness. For technical reasons, it is often useful to refer to a 'ZKP of Knowledge', where the proof that a statement is true is done by proxy of proving knowledge of some secret information (witness) that is consistent with a public instance that supports the statement. For example: Statement: 'The number N is a valid RSA signing key' Instance: N Witness: Secret primes P and Q, satisfying P*Q = N and other properties required by FIPS 186-5 Besides being useful on their own, ZKPs are also useful in establishing correct behavior in other cryptography protocols, such as in Secure Multi-Party Computation (MPC). The NIST PEC project is accompanying ZKP developments and initiatives toward future useful standards. ZKP in the NIST Threshold Call: The Category S6 of the..."
